Designator,Mid X,Mid Y,Layer,Rotation
C5,0.950000,11.900000,Top,90.000
C6,5.000000,14.300000,Top,0.000
C7,12.600000,15.000000,Top,0.000
C8,7.600000,13.400000,Top,0.000
C9,9.700000,13.050000,Top,0.000
J5,9.000000,4.900000,Top,0.000
R16,14.700000,13.900000,Top,0.000
R17,14.700000,15.200000,Top,0.000
R18,8.800000,10.600000,Top,0.000
R19,8.150000,11.800000,Top,0.000
R20,16.400000,11.700000,Top,90.000
U2,9.500000,16.200000,Top,0.000
U3,12.900000,11.700000,Top,0.000
U5,3.800000,11.700000,Top,0.000
